red_t,green_t,blue_t,action,red_t1,green_t1,blue_t1
1302.3859442512617,1498.7534112665933,373.9674154030669,0,1187.9920575012486,1432.0265390997647,338.9125088958063
1187.9920575012486,1432.0265390997647,338.9125088958063,-90,1180.2461950696982,1425.1141291056306,341.0382397569223
1180.2461950696982,1425.1141291056306,341.0382397569223,0,1203.3811764735435,1523.7014195343029,236.8702933903912
1203.3811764735435,1523.7014195343029,236.8702933903912,0,1241.3070761261495,1639.467272390898,127.07752453069739
1241.0265929071866,1638.8304257313566,127.54122589508071,-45,1257.271604246326,1677.7363222044548,101.56479136063834
1258.2072247870024,1679.6519819612067,100.70859201781145,-45,1282.06323389593,1720.9308340859286,95.69355102455971
1282.06323389593,1720.9308340859286,95.69355102455971,90,1285.6428381166675,1722.4753081541342,99.53204107562549
1285.6428381166675,1722.4753081541342,99.53204107562549,0,1206.8727398252809,1695.7696453626536,11.076557830842646
1194.1874691354828,1691.8724394706032,6.009279508393634,-45,1147.404231371255,1686.1878632491282,64.27495755471178
1158.963996982154,1685.1077669694748,47.4934342920155,0,1102.05382719178,1689.9255362376327,131.40318880472424
1094.9169509591584,1690.8529946443305,142.40677476054287,-90,1111.80982210526,1691.3904222649867,119.06385064212392
1111.80982210526,1691.3904222649867,119.06385064212392,-45,1163.3532269582313,1747.39436037608,116.08105217532277
1163.3532269582313,1747.39436037608,116.08105217532277,90,1170.1517441998367,1751.4838693102256,113.17130578870241
1170.1517441998367,1751.4838693102256,113.17130578870241,-90,1170.3130020885737,1748.0509039663489,108.07017561552303
1170.3130020885737,1748.0509039663489,108.07017561552303,90,1165.6617045011685,1741.887875077087,105.36113771486148
1165.6617045011685,1741.887875077087,105.36113771486148,45,1131.0979357980016,1752.1991383306008,165.8661519614536
1133.800950504563,1751.9145285558454,161.7888604479616,-45,1111.4337282023612,1761.826725925623,206.22000917903193
1110.9785232899735,1761.893594747302,206.94308205777259,-90,1115.5178886882811,1755.0168090316288,191.15899137513782
1115.5178886882811,1755.0168090316288,191.15899137513782,45,1171.5339839550877,1815.7903501125013,207.09079062498174
1170.4304049177806,1814.367672980314,206.2529824172247,45,1202.1044731068096,1864.0188315205937,246.728280226244
1203.9500211209975,1867.0971194228891,249.5356755200547,90,1194.8116470486257,1852.6271702431252,237.00158633023952
1194.8116470486257,1852.6271702431252,237.00158633023952,90,1200.397011019292,1857.2889769941698,238.03836678999883
1197.3918826127392,1849.156467297151,228.65126403954125,90,1188.3974474938088,1835.455957850746,217.51214497080383
1192.3146746084274,1837.9088669699051,216.8421621516443,-45,1260.6416498529825,1871.2970500014287,202.00497356265754
1260.6416498529825,1871.2970500014287,202.00497356265754,-45,1316.0903023707833,1885.690198307882,192.02375893211754
1316.0903023707833,1885.690198307882,192.02375893211754,0,1399.9068602920481,1896.5804853716966,213.9149772520381
1399.9068602920481,1896.5804853716966,213.9149772520381,-90,1405.5175484254369,1900.2562298100354,218.87690360531423
1402.1128698848534,1896.0176211989012,214.84715473270754,45,1342.3821051407085,1814.9613208556264,143.85366245598334
1342.3821051407085,1814.9613208556264,143.85366245598334,45,1312.0013834126128,1751.3034089148032,118.13631988770429
1312.0013834126128,1751.3034089148032,118.13631988770429,0,1285.8665705039227,1650.8987240710799,171.43826043074517
1285.8665705039227,1650.8987240710799,171.43826043074517,45,1283.6690502116385,1598.908799923013,230.56103415635954
1283.6690502116385,1598.908799923013,230.56103415635954,45,1305.7686391800232,1562.7211584495967,301.7281873906546
1305.7686391800232,1562.7211584495967,301.7281873906546,0,1367.9615167182592,1527.1420599348705,421.45328474472706
1367.9615167182592,1527.1420599348705,421.45328474472706,-90,1372.661570998347,1529.2799444495604,425.0537242463004
1372.661570998347,1529.2799444495604,425.0537242463004,0,1275.400109455119,1427.3101131842827,428.9311357294199
1275.400109455119,1427.3101131842827,428.9311357294199,45,1216.1970601613045,1356.3328533752326,455.20976389462476
1216.1970601613045,1356.3328533752326,455.20976389462476,-45,1168.7977988543826,1295.332843174622,487.70209616819363
1168.7977988543826,1295.332843174622,487.70209616819363,-90,1165.4421269464733,1288.9205992851225,492.6345412793545
1165.4421269464733,1288.9205992851225,492.6345412793545,-45,1144.98100361399,1329.8272288673065,429.7524620486775
1144.98100361399,1329.8272288673065,429.7524620486775,90,1147.1600079185553,1333.031193846453,427.4742609417554
1147.1600079185553,1333.031193846453,427.4742609417554,-90,1151.2465163518411,1334.2487254677255,428.92039052981613
1151.2465163518411,1334.2487254677255,428.92039052981613,90,1152.2177793605208,1332.3723695253102,431.8418820291635
1152.2177793605208,1332.3723695253102,431.8418820291635,45,1118.48373963384,1331.2054821947286,410.877348883216
1118.48373963384,1331.2054821947286,410.877348883216,0,1071.2838371488342,1327.0718819025328,391.2067736329856
1071.2838371488342,1327.0718819025328,391.2067736329856,-90,1066.2714561523674,1325.190106439559,391.26760433914023
1066.2714561523674,1325.190106439559,391.26760433914023,-90,1065.959969968596,1322.7094078350883,393.9842859498968
1065.959969968596,1322.7094078350883,393.9842859498968,90,1064.1585940079422,1319.700781692941,396.6942313683928
1064.1585940079422,1319.700781692941,396.6942313683928,-90,1062.4581072144351,1316.5506862957006,399.6087456321245
1062.4581072144351,1316.5506862957006,399.6087456321245,0,1155.1487367903972,1367.999577524953,391.37670358421946
1155.1487367903972,1367.999577524953,391.37670358421946,45,1228.1933388121677,1418.7179273916927,391.47178378853823
1228.1933388121677,1418.7179273916927,391.47178378853823,0,1331.6727210094002,1508.4975823250695,397.51547879369423
1331.6727210094002,1508.4975823250695,397.51547879369423,-90,1345.956160845107,1523.5403988463515,397.7422116357528
1345.956160845107,1523.5403988463515,397.7422116357528,0,1367.2927064543055,1453.422603760909,504.0961665427937
1367.2927064543055,1453.422603760909,504.0961665427937,45,1391.86091694817,1420.6493093398526,570.7552296105576
1391.86091694817,1420.6493093398526,570.7552296105576,0,1457.2650846688225,1389.6815372576662,685.9409355001569
1457.2650846688225,1389.6815372576662,685.9409355001569,90,1459.8511650328455,1383.737793098012,695.5677853723216
1459.8511650328455,1383.737793098012,695.5677853723216,0,1543.307499720188,1481.621886546152,702.9467964878833
1543.307499720188,1481.621886546152,702.9467964878833,90,1555.1598569120033,1491.7239893997023,708.8519877594775
1555.1598569120033,1491.7239893997023,708.8519877594775,45,1511.5217044345973,1491.692541704513,649.2198571954419
1511.5217044345973,1491.692541704513,649.2198571954419,45,1452.4295373758805,1477.0940637081696,585.8858259438562
1452.4295373758805,1477.0940637081696,585.8858259438562,45,1388.6467552231632,1447.8663732512816,536.5501381901043
1388.6467552231632,1447.8663732512816,536.5501381901043,-45,1318.7548433532975,1415.6539184658727,490.21205296053256
1318.7548433532975,1415.6539184658727,490.21205296053256,0,1233.116417805541,1392.031702175482,428.32737463483465
1233.116417805541,1392.031702175482,428.32737463483465,-45,1164.3639790961288,1387.9615685661365,374.0611124088817
1164.3639790961288,1387.9615685661365,374.0611124088817,90,1164.1979544900128,1392.332057103739,368.6225132011473
1164.1979544900128,1392.332057103739,368.6225132011473,45,1132.6549923238322,1324.5445600794637,427.68237237008026
1132.6549923238322,1324.5445600794637,427.68237237008026,-90,1135.3520090316042,1325.1404545979644,428.75758233773547
1135.3520090316042,1325.1404545979644,428.75758233773547,90,1140.8700652517139,1328.438551754446,428.56909103136456
1140.8700652517139,1328.438551754446,428.56909103136456,-45,1112.2580594994356,1261.4524291155217,488.3941757652828
1112.2580594994356,1261.4524291155217,488.3941757652828,0,1055.8077645028852,1153.9738799403478,579.2329027123545
1055.8077645028852,1153.9738799403478,579.2329027123545,45,1027.6449193172245,1073.5736175030127,654.023363648811
1027.6449193172245,1073.5736175030127,654.023363648811,45,1030.6678354965472,1004.8508402380612,727.8143905743673
1030.6678354965472,1004.8508402380612,727.8143905743673,-90,1033.760033719626,1004.2250381841723,729.7784645466065
1033.760033719626,1004.2250381841723,729.7784645466065,-90,1037.1332093754459,1003.9991902334447,731.469708183061
1037.1332093754459,1003.9991902334447,731.469708183061,45,1025.578321375964,1061.6779498870362,665.851404801657
1025.578321375964,1061.6779498870362,665.851404801657,-90,1022.4857205025858,1061.6412353670576,664.6628684014868
1022.4857205025858,1061.6412353670576,664.6628684014868,45,1082.6278358054672,1101.1842238521353,650.2827007239464
1082.6278358054672,1101.1842238521353,650.2827007239464,-90,1083.7524748296269,1105.1190681095593,646.6276105296934
1083.7524748296269,1105.1190681095593,646.6276105296934,-90,1084.5846374199234,1109.217401471554,642.6326444612865
1084.5846374199234,1109.217401471554,642.6326444612865,-90,1088.0513978506542,1109.3735729522145,644.361392670885
1088.0513978506542,1109.3735729522145,644.361392670885,45,1075.8261882209476,1164.9738586174428,576.8837554152606
1075.8261882209476,1164.9738586174428,576.8837554152606,-90,1072.9513836555232,1164.014852005034,576.4757338243315
1072.9513836555232,1164.014852005034,576.4757338243315,0,1183.4426337316365,1225.9984091888832,578.694243390819
1183.4426337316365,1225.9984091888832,578.694243390819,0,1306.3907818512432,1302.9192250120122,605.1991365706848
1306.3907818512432,1302.9192250120122,605.1991365706848,45,1374.0897991475322,1355.0471549438068,622.173911475968
1374.0897991475322,1355.0471549438068,622.173911475968,-45,1444.191290853665,1413.5261768278558,643.765364537092
1444.191290853665,1413.5261768278558,643.765364537092,45,1514.0361988869756,1470.5708101074636,674.6606936380106
1514.0361988869756,1470.5708101074636,674.6606936380106,45,1569.4033575678282,1528.6856768954083,691.0154403088056
1569.4033575678282,1528.6856768954083,691.0154403088056,-90,1575.48479239018,1538.093470193775,690.0551942074844
1575.48479239018,1538.093470193775,690.0551942074844,-90,1575.7087465489594,1540.8350768174032,687.6113247692278
1575.890751644979,1540.9750540226719,687.7266761731554,45,1494.0639495914877,1454.8330039798093,664.4703495784561
1494.0639495914877,1454.8330039798093,664.4703495784561,90,1492.6920651794671,1456.0469667733053,661.3700941604046
1492.6920651794671,1456.0469667733053,661.3700941604046,45,1545.1482144926842,1464.8077978867843,722.7927259940639
1545.1482144926842,1464.8077978867843,722.7927259940639,-45,1604.8360240783854,1478.7071461853832,791.0889356954249
1604.8360240783854,1478.7071461853832,791.0889356954249,45,1660.053272461941,1492.9711810385356,854.965208304759
1660.053272461941,1492.9711810385356,854.965208304759,-45,1722.7440282436187,1515.6746705177368,923.3267822656559
1716.2856269813162,1514.0475664201076,915.480962872877,90,1703.71468379685,1508.7478396952224,902.3602184188973
1695.1375389450527,1494.689986566007,903.7236723361241,45,1705.464696842066,1513.387112464818,900.3641442075534
1704.926945481741,1513.4203809350856,899.5496481182681,0,1704.331341034724,1520.5651449488182,891.701272867332
1698.6108477556886,1513.709830883482,890.0910583267871,90,1682.0550265218942,1490.2353345185352,889.2361622468859
1681.8350615549077,1490.0905389523818,889.0624580283435,-45,1608.9028338440485,1468.0408470990888,807.5366052083398
1608.9028338440485,1468.0408470990888,807.5366052083398,-90,1605.3426274884998,1465.5952482290872,805.0310749478432
1605.3426274884998,1465.5952482290872,805.0310749478432,-90,1601.5399943670247,1462.1326456779254,803.2291538266834
1601.5399943670247,1462.1326456779254,803.2291538266834,90,1596.2658073611833,1460.3226382380196,797.7249950643704
1596.2658073611833,1460.3226382380196,797.7249950643704,45,1637.939562129949,1519.680732650924,796.900902992618
1637.939562129949,1519.680732650924,796.900902992618,0,1650.9082003602743,1550.9705754838808,784.6435917133332
1640.945441995696,1537.5259944490208,783.5502942418246,-90,1632.8434284283628,1522.5276817718914,786.8092918628313
1632.8434284283628,1522.5276817718914,786.8092918628313,0,1705.6120015771464,1518.7077598814064,895.3787019602377
1705.6120015771464,1518.7077598814064,895.3787019602377,45,1759.7437599930565,1526.692405442072,967.0458628392452
1756.4562423724196,1525.1918080585929,963.6373443204866,45,1752.7627967438436,1517.0394001637862,966.0832581352914
1750.3002130072316,1515.3408447122251,964.100635646072,90,1723.0629554472002,1499.3333013157683,939.7450869434966
1722.6400837157946,1498.1453260696574,940.289773433892,0,1723.4910023166728,1524.1289824245616,916.1894755270495
1722.455907343564,1526.2374234511287,912.6245409492011,90,1720.7681871025975,1512.0198258436824,924.0030918478358
1713.586841958659,1507.550604435503,917.8926870467212,45,1641.394477501737,1460.9209118816802,860.3627088462168
1622.462481608709,1446.5222100707235,848.1924452787174,-45,1547.4261955668096,1396.3637028820142,796.5332828742123
1547.4261955668096,1396.3637028820142,796.5332828742123,45,1471.9916536688413,1352.2223738981434,744.4210559023234
1471.9916536688413,1352.2223738981434,744.4210559023234,45,1400.6428666965467,1294.7322039819353,718.9483152688516
1400.6428666965467,1294.7322039819353,718.9483152688516,45,1346.2562771512116,1237.5804958745268,719.5534474721387
1346.2562771512116,1237.5804958745268,719.5534474721387,0,1251.9225013339644,1119.3585079617208,753.6930073619432
1251.9225013339644,1119.3585079617208,753.6930073619432,-45,1190.978645941975,1051.2973200240644,775.178724611157
1190.978645941975,1051.2973200240644,775.178724611157,45,1141.2484436913508,998.12721144548,795.1437167128531
1141.2484436913508,998.12721144548,795.1437167128531,0,1058.5148243265041,885.9730657976968,862.2527896846551
1058.5148243265041,885.9730657976968,862.2527896846551,0,983.2873251075204,775.4516901246025,941.9484039569802
983.2873251075204,775.4516901246025,941.9484039569802,-90,984.2622907476788,771.2224691928186,946.381551483263
984.2622907476788,771.2224691928186,946.381551483263,90,989.6859004688482,770.5118438978307,948.7747960326701
989.6859004688482,770.5118438978307,948.7747960326701,-45,948.8866313731424,721.274981680822,985.7518020265903
948.8866313731424,721.274981680822,985.7518020265903,90,944.416158315159,720.9865186581255,985.0849831800115
944.416158315159,720.9865186581255,985.0849831800115,0,1027.544684318172,650.7185553451903,1076.633819954831
1027.544684318172,650.7185553451903,1076.633819954831,0,1127.2589582592107,585.3697284414706,1184.239623967903
1127.2589582592107,585.3697284414706,1184.239623967903,-45,1180.1812178601767,550.857900905424,1248.242359075324
1180.1812178601767,550.857900905424,1248.242359075324,45,1234.1939711114924,518.3822897514493,1316.4429248273375
1234.1939711114924,518.3822897514493,1316.4429248273375,90,1233.9296469914734,514.6501469197327,1319.4493145719932
1233.9296469914734,514.6501469197327,1319.4493145719932,-90,1230.916774309672,512.4956441541025,1318.9166680563744
1230.916774309672,512.4956441541025,1318.9166680563744,0,1313.7841055063993,478.86644889911634,1420.6158790754275
1313.7841055063993,478.86644889911634,1420.6158790754275,0,1418.0256622689592,467.45504474047556,1544.5547639541046
1418.0256622689592,467.45504474047556,1544.5547639541046,45,1483.6445696040073,485.7398572440396,1612.5949798121846
1483.6445696040073,485.7398572440396,1612.5949798121846,45,1544.6327382608365,523.2744367033134,1662.8276327109704
1532.1248237576792,514.1770858123688,1653.5289763334963,90,1517.8693024772126,505.8342212648923,1641.091715719344
1517.8693024772126,505.8342212648923,1641.091715719344,0,1518.198900132044,583.7399252767859,1563.875850687051
1518.198900132044,583.7399252767859,1563.875850687051,0,1528.2757660252112,684.9725374202577,1479.1772797808742
1528.2757660252112,684.9725374202577,1479.1772797808742,90,1532.2214299234076,689.4599265486947,1480.0269613478438
1532.2214299234076,689.4599265486947,1480.0269613478438,0,1424.7629211731376,622.9231907304563,1410.188576591731
1424.7629211731376,622.9231907304563,1410.188576591731,45,1348.8183105983662,574.4629100346082,1371.6711278602575
1348.8183105983662,574.4629100346082,1371.6711278602575,-90,1349.660963574379,572.0934858889069,1374.639678096235
1349.660963574379,572.0934858889069,1374.639678096235,90,1353.8546907006457,570.36897139671,1380.473560605976
1353.8546907006457,570.36897139671,1380.473560605976,-90,1358.874316981977,572.1008034894148,1384.119183218423
1358.874316981977,572.1008034894148,1384.119183218423,90,1362.3727968465066,570.8296747606705,1388.8995232151867
1362.3727968465066,570.8296747606705,1388.8995232151867,-90,1367.3338604727026,572.545863660881,1392.5758083476762
1367.3338604727026,572.545863660881,1392.5758083476762,-90,1366.1783659492805,567.1135755629967,1396.2139576683248
1366.1783659492805,567.1135755629967,1396.2139576683248,45,1425.6300840362,615.5645997854833,1417.9473450410853
1425.6300840362,615.5645997854833,1417.9473450410853,-90,1430.7127677327487,623.1081316701794,1416.8817592705122
1430.7127677327487,623.1081316701794,1416.8817592705122,0,1468.3305508402234,558.0117978419037,1522.9417791008143
1468.3305508402234,558.0117978419037,1522.9417791008143,45,1502.7397343088555,535.732012363131,1589.7606577943266
1502.7397343088555,535.732012363131,1589.7606577943266,90,1502.0941444411264,531.4187226324642,1593.110096247061
1502.0941444411264,531.4187226324642,1593.110096247061,-90,1498.9612744341896,528.7180177120598,1591.4549136728222
1498.9612744341896,528.7180177120598,1591.4549136728222,0,1536.6160717051773,524.6354847154832,1649.357278403515
1536.6160717051773,524.6354847154832,1649.357278403515,90,1537.6186288295025,521.9161692489705,1653.6813743050745
1537.6186288295025,521.9161692489705,1653.6813743050745,90,1534.378488452797,518.9926259848882,1651.8839141497474
1534.378488452797,518.9926259848882,1651.8839141497474,-45,1552.231808979783,544.6365290803124,1651.8900413794647
1555.5305095188137,549.0899070679227,1652.1974355517746,-90,1545.9419269521995,538.6931979417227,1648.6591283551247
1545.9419269521995,538.6931979417227,1648.6591283551247,45,1550.956785763707,534.1116655779856,1661.0079323430366
1535.874940458516,526.2216194042677,1646.6123261801638,0,1554.1419873189868,530.1671026646316,1670.049375541876
1546.6642655028206,525.9344732791149,1663.108183547715,-45,1546.7639431325001,524.5174313355086,1664.7553501264983
1541.4410155813976,522.4660797761038,1658.8489516880704,0,1551.6693296197648,523.3934165450021,1673.4628853018073
1544.5705496383193,519.2220553963592,1667.0118004411427,-45,1543.921243501235,517.426251879821,1667.9221103320142
1534.6319275812198,513.7820872234162,1657.6935160492274,0,1548.9321113111607,515.9725239301508,1677.1701062953782
1543.4894680238606,512.8793794846699,1672.086785397391,45,1545.9417059354632,513.789137828594,1674.8875538825434
1545.5587138371839,513.4656930292908,1674.642761283149,45,1542.9942396300414,514.8762409856275,1669.2082025713537
1542.2904976749646,514.3282796215759,1668.713965668919,90,1510.951376643289,494.8803315754729,1642.2020041944445
1510.951376643289,494.8803315754729,1642.2020041944445,-45,1522.1680454870448,545.1294513249583,1607.5413645383594
1522.1680454870448,545.1294513249583,1607.5413645383594,90,1523.779060178138,546.5202505281667,1608.4309323801783
1524.0576152944252,546.4797294840222,1608.8665372668208,45,1480.946057804045,548.0240379083225,1548.6668286385366
1480.946057804045,548.0240379083225,1548.6668286385366,-45,1432.4398231873388,558.1006424050902,1478.7036075742071
1432.4398231873388,558.1006424050902,1478.7036075742071,90,1434.4146899391797,562.7849169205873,1476.7485468803795
1434.4146899391797,562.7849169205873,1476.7485468803795,45,1393.2638804380167,500.2013200034562,1485.675092519626
1393.2638804380167,500.2013200034562,1485.675092519626,90,1387.3802911201565,494.309530748346,1484.2879748177745
1387.3802911201565,494.309530748346,1484.2879748177745,-45,1442.9016175548804,496.3634534718385,1548.6422304530154
1442.9016175548804,496.3634534718385,1548.6422304530154,-45,1486.4364082042023,488.7877204216673,1613.4587678757118
1486.4364082042023,488.7877204216673,1613.4587678757118,45,1532.4525019307353,487.0293940551946,1682.6978667228916
1532.0384700935547,486.3183667584435,1682.820047969063,-45,1533.7599885875363,484.2483893540999,1687.7287052699078
1527.737083054951,483.8853117643167,1678.7844992557116,0,1536.568954293054,473.67481598376116,1703.7346951028642
1530.1977015045245,472.5059636552009,1694.896305291191,90,1522.153934442164,476.07121330506845,1678.5417361917935
1522.153934442164,476.07121330506845,1678.5417361917935,-90,1519.2129026722357,473.766359765866,1676.490144213738
1519.2129026722357,473.766359765866,1676.490144213738,-45,1540.6920194738468,465.88588610345346,1719.1549723251828
1539.888032225785,466.2474362312355,1717.4248489503698,0,1540.4873742314473,450.4273417172852,1736.6581212681153
1539.6007583091143,449.5666524398801,1736.1625082307244,-90,1527.590145085579,455.56440967505347,1709.4318738582654
1524.8281890557637,452.6479052631085,1708.2326908647663,45,1450.8624351845904,356.59754041462486,1696.8453217160838
1450.8624351845904,356.59754041462486,1696.8453217160838,-90,1451.3414381169234,354.42219173649386,1699.943354937246
1449.7201826671242,354.2615531389202,1697.6005089632838,-45,1397.2130327030377,368.7293028160632,1609.726193722156
1397.2130327030377,368.7293028160632,1609.726193722156,-45,1380.9480941342617,409.3899347725222,1552.8088738454098
1380.9480941342617,409.3899347725222,1552.8088738454098,-90,1377.8720612672064,410.9810424104012,1547.7910379701584
1377.8720612672064,410.9810424104012,1547.7910379701584,0,1489.3370422963433,476.0254883470212,1630.2165087975338
1489.3370422963433,476.0254883470212,1630.2165087975338,-90,1492.4463051253972,480.3824868606785,1630.2608054180932
1492.4463051253972,480.3824868606785,1630.2608054180932,45,1487.988559043802,435.5675284559789,1669.5364961105972
1487.988559043802,435.5675284559789,1669.5364961105972,45,1506.2278223174608,404.711863828082,1732.2504243680241
1507.3991957416588,404.2700277322078,1734.7494618309008,90,1498.483192960308,409.6102044438347,1713.843645022649
1498.483192960308,409.6102044438347,1713.843645022649,0,1539.991771349503,466.65295008622843,1717.1358524660127
1535.6262685889853,462.5463833828236,1714.6372085022915,0,1549.45373805558,487.69851996331704,1708.8860952019038
1549.7110534736596,490.01374394851416,1706.7199973218924,-90,1524.7757430185757,471.7296116398142,1687.247399315776
1522.3150174929365,470.2761449239372,1684.9923360313896,90,1491.8581263874423,455.2677775422394,1654.8798232102083
1491.8581263874423,455.2677775422394,1654.8798232102083,-45,1516.052867456343,513.1494684033103,1631.0048856219285
1516.052867456343,513.1494684033103,1631.0048856219285,-45,1561.789318283409,583.3130503461718,1626.039562465857
1566.8378654073535,589.8467059111821,1626.7650501760456,45,1598.8409507612828,633.928186651487,1628.8145437192175
1605.239676894848,643.6159882083997,1628.3517397286973,45,1638.3320775066118,706.7844340300162,1612.453022009364
1635.0334377587221,699.5137329524739,1615.0444497254882,90,1622.2125365688357,683.3308377360823,1612.5611832737063
1619.5930645135277,687.0652477169253,1604.7731100128515,0,1602.060409063544,753.9652739276855,1511.7235839560253
1598.5324229346365,769.5858543224921,1491.276710464319,-45,1589.669657791857,823.360249771678,1426.1143365467158
1589.669657791857,823.360249771678,1426.1143365467158,45,1589.0333952689887,872.2108983956174,1377.312720946151
1589.0333952689887,872.2108983956174,1377.312720946151,90,1592.681581043091,877.1235138758509,1377.3657388631098
1592.681581043091,877.1235138758509,1377.3657388631098,0,1482.0461490169866,777.7632466349127,1332.6630736296704
1482.0461490169866,777.7632466349127,1332.6630736296704,45,1421.0070181214446,717.0136857483266,1318.9624352309659
1421.0070181214446,717.0136857483266,1318.9624352309659,-45,1360.234019498109,652.4149812810724,1313.2084571003882
1360.234019498109,652.4149812810724,1313.2084571003882,0,1251.8625337807537,561.8551801700942,1293.0392861332439
1251.8625337807537,561.8551801700942,1293.0392861332439,0,1151.80706916175,488.17415393584696,1284.1574687595678
1151.80706916175,488.17415393584696,1284.1574687595678,-45,1079.1752273222965,454.8770067459225,1274.8433202814101
1079.1752273222965,454.8770067459225,1274.8433202814101,90,1078.8727840996314,458.2576614426539,1271.7587838387003
1078.8727840996314,458.2576614426539,1271.7587838387003,-90,1079.5263583218755,463.48544563091735,1267.468452590316
1079.5263583218755,463.48544563091735,1267.468452590316,90,1083.092354716568,467.31823080795806,1265.683660653593
1083.092354716568,467.31823080795806,1265.683660653593,0,1130.6683964812541,370.8442028689272,1371.1866039316058
1130.6683964812541,370.8442028689272,1371.1866039316058,-90,1137.8433951325287,366.3334981225713,1378.8043196359374
1137.8433951325287,366.3334981225713,1378.8043196359374,0,1034.2420628624616,344.6350019861593,1357.4421256886055
